x,y,z,reward
-0.23399999999999993,0.8169999999999997,0.06300000000000001,-0.9111607981031667
-0.23306656238941914,0.8173256729588915,0.06149030237080599,-1.8224088008593322
-0.22592682405912135,0.8195758948714699,0.059856386263772175,-2.729505767662909
-0.2154978716356649,0.8229286862445907,0.06037312970617208,-3.629223459941531
-0.20318118714041936,0.8278094911856442,0.06262380177226617,-4.519852890869876
-0.19062489271491784,0.832263354592779,0.06647626968559289,-5.400366663611937
-0.1788995405663721,0.8362383844939595,0.07161053735138483,-6.270698996170431
-0.166415279029908,0.8396965714426244,0.0759857474504593,-7.130519425759965
-0.15255547367847677,0.8432775225964453,0.08072075482016025,-7.978731185396832
-0.13770616581018466,0.8467832364919843,0.08584747572445277,-8.814464444510044
-0.12220476595113297,0.8499897157265234,0.09061730400277285,-9.637401722599082
-0.11107871535041328,0.8526936926359506,0.09595940135364983,-10.450456974432557
-0.10050881421362488,0.855022506570985,0.10198196697055442,-11.253619579847443
-0.08838559058932952,0.8571145891706612,0.10711184333989462,-12.046140580613644
-0.07478886437551584,0.8590627860203829,0.11182713743249001,-12.827156901921125
-0.059944217781388406,0.8608985456745726,0.1171571657862706,-13.595501826421595
-0.04426904371940257,0.8625176422358368,0.12318078837064556,-14.35024718158215
-0.028093745181895002,0.8643492511891112,0.12992514048426343,-15.090914976337597
-0.011731378180429894,0.8648481364179081,0.13599525679444574,-15.817194963077013
0.004874326291168032,0.8653169162100893,0.14015536358072883,-16.530002121005854
0.02170168396826644,0.8654511808521433,0.14445115784265034,-17.22910070050981
0.038399180206069417,0.8643956786842463,0.14817344343880876,-17.914404613660675
0.053414160232601454,0.8628437762226027,0.15223127019447816,-18.5867420346442
0.0682320225611679,0.8612578179532431,0.15669064658595644,-19.246129712354
0.0838468758975979,0.8600356399828646,0.1610044400677913,-19.892447803089368
0.10001749160512699,0.8587853110359385,0.16608099902152398,-20.525073131108627
0.11617943617969356,0.8561460292601983,0.1707565937394759,-21.143587027423962
0.13270299599806357,0.853534001051714,0.17593569581506685,-21.747665707974182
0.14906114299014306,0.8501471631962311,0.1817648960589113,-22.336762218432483
0.16537114815282883,0.8462912183454121,0.18734286815885626,-22.910912511023923
0.18192136466924536,0.8427100722922346,0.1923540942377222,-23.4706179828899
0.19857464631029598,0.8388497571799484,0.19773367624616142,-24.015632966411946
0.2142742466272658,0.8348399670066723,0.2038022095920618,-24.546189410805933
0.2294875361165084,0.8306458051129402,0.21044238332128296,-25.06227782855212
0.24066780867416282,0.8271898893563259,0.21734094497918224,-25.56646286456581
0.2502199486485457,0.8239079497402207,0.2244525996243677,-26.05964924293794
0.2610755790158137,0.8196787195535228,0.23207051251251723,-26.540342048109096
0.2723316740718215,0.8156481638908099,0.2375862271418001,-27.009732736325482
0.2838115844964792,0.810304381081925,0.24137122815498108,-27.467897642819445
0.29718746008995306,0.8049253443127498,0.24486623383026468,-27.914222222681417
0.3111239853522457,0.799168621589128,0.2490151240946134,-28.34800721664271
0.32507585036380504,0.7924349702401426,0.253985964348329,-28.768292329016347
0.33716326568798755,0.7864369707482142,0.2601661022602757,-29.17582421581521
0.3492970737618105,0.7802359166005544,0.2670478571648011,-29.570172084810615
0.3608897605335171,0.7735032763912254,0.2739716587269294,-29.951281664826407
0.3723859510177124,0.7668992155340189,0.28057374908915156,-30.319613602539008
0.38439156278469894,0.759504842749467,0.28716773115635136,-30.674586346319323
0.39359679314414,0.7522956253690439,0.2931706587397296,-31.01773806409985
0.40321322989890285,0.7444593920368315,0.2986728705355307,-31.34888861336713
0.4133628081870966,0.7370839217461073,0.3046355011424732,-31.668078331825594
0.4240459606062745,0.7285848419211104,0.3105415402840568,-31.974533147441633
0.43549094631996965,0.719620076013343,0.31716200513841164,-32.26749070095375
0.44650327367921455,0.710625896339042,0.3243176994867234,-32.546935576822506
0.4573518544299238,0.7007494046679706,0.33426654295410785,-32.81072861422019
0.46820995916352964,0.6898700072877318,0.343632887723295,-33.058744541461934
0.47792750588694544,0.6797556458601212,0.3537540257482167,-33.29152592430819
0.4868396164087508,0.6693180689073548,0.3661538228503946,-33.507758676897495
0.4947806163098994,0.6582626134884952,0.37657106749364466,-33.70852968619408
0.5040703060704155,0.6481613798040992,0.38284675630121195,-33.89745624432213
0.5111130922942285,0.6405831895712599,0.38638893908614885,-34.07854905801815
0.5192822278301379,0.6327580971152682,0.38794443486113545,-34.25334312639105
0.5284019920257271,0.6231746971617144,0.38969462705400854,-34.42111068723838
0.5364595064157714,0.6118824680991655,0.39633940887634184,-34.5779306490677
0.5426640602027195,0.6012044060054449,0.40513446896653066,-34.72305825776487
0.5493450324831153,0.5903943003756204,0.4129269258359335,-34.85792034293167
0.554875515907107,0.5822333113064504,0.417553770317687,-34.98664881889299
0.5600133315140847,0.5736426203289995,0.42153121518915765,-35.10986483115613
0.5638911250517593,0.5648206242786209,0.42567837635926187,-35.22737012011304
0.5681473232684829,0.5552943224106184,0.431409174736802,-35.33875333729496
0.5725573512441634,0.5450650761662582,0.4364502823537514,-35.44521458340056
0.5751493423287241,0.5366359166785112,0.4409106666034352,-35.54759213643132
0.5741802139089869,0.5334091488397535,0.44339152214531197,-35.64670517859432
0.5694015097100227,0.5341917116384145,0.44604927336657013,-35.74102550301631
0.5624996023766603,0.5365087624194433,0.45059238344442626,-35.8286622681571
0.5566775623915226,0.5383708112994949,0.454565757849487,-35.91081417378453
0.5485570346159114,0.5413827507723737,0.4581223521568807,-35.98712967064494
0.540728868639334,0.542754379165568,0.4618062286656195,-36.05745421719318
0.5352090721308549,0.5408682239892331,0.4654786909290802,-36.12149804025458
0.5354044285031673,0.5363617244514738,0.469365630154966,-36.18077799621376
0.5382942551478169,0.5287508900144681,0.47435163225405685,-36.23510020550224
0.5406662811187,0.5208903236035054,0.47954318088439407,-36.28518646597967
0.538424783127244,0.5166661071544324,0.4839160310691921,-36.33005201114103
0.5331675581064818,0.5166581262923317,0.4872699708495957,-36.36929017782206
0.5264385495704578,0.518909361323771,0.4906213852235561,-36.40312092218554
0.5213412682188739,0.5213504248741775,0.49295072165321413,-36.434120643098936
0.5146094246978328,0.5246650022333188,0.49468493258639845,-36.46327621832534
0.5107742424564086,0.5243658849960331,0.49733316122557425,-36.49005106998129
0.5107765532411264,0.5202468868516258,0.5002284079245537,-36.51298843463204
0.5137193830600217,0.5133434814145968,0.504240522425498,-26.532590781385693
0.5186631455290845,0.5056450516210778,0.5057535687322039,-16.55292014837044
0.5243516658787286,0.49882206399393514,0.5044478973849357,-16.577702701819398
0.5294773201444906,0.49534923013941284,0.5006152837967043,-16.607550995528545
0.5327922278005113,0.49381450577944636,0.49953371255276363,-16.640924757181324
0.5363141588934499,0.4940454445527577,0.49899612959459905,-16.677737562324424
0.5384959037550506,0.4976313667397998,0.4977071963484146,-16.716374357973443
0.5373897014529694,0.5031691660818913,0.4980210363972905,-16.753950276928773
0.5324463126745426,0.5101711829877228,0.49941015216925827,-16.787958571358327
0.5256861172142366,0.518102383515375,0.5007109074074316,-16.81939069339651
0.5180129110568861,0.5238581837429735,0.5029088489142264,-16.84942632720475
0.5119436464073601,0.5268572312068766,0.5061996900690423,-16.879466262533505
0.5086727794544648,0.5272930322395784,0.5099732970114891,-16.90979106039888
0.5092597296825718,0.5241968503546653,0.5123664889258962,-16.93849925102864
0.5134744016251865,0.5202401176417968,0.5140890554143374,-16.96660126774949
0.5189155399795361,0.51403098308507,0.5160093584184764,-6.995078727187124
0.519192672167211,0.5113326775618082,0.5191141055460367,2.9755590985666966
0.5171543435671452,0.513476549559161,0.5185995894841539,12.946891457920504
0.5178477676344552,0.5156870478970718,0.5149891930882593,22.918796935488263
0.5206816048806313,0.5176898391664153,0.50944002527425,22.88999115017783
0.5237390084462286,0.5198518472678388,0.503158825644286,22.858884646976623
0.5254238144760954,0.5223096874183029,0.500505085543469,22.825056439713695
0.5236405961320449,0.5241404034882898,0.5018009861070336,22.79122035812889
0.5186962533606593,0.5255886323628209,0.5052093037354403,22.7591039317814
0.5163616920301606,0.5233535050052109,0.5095325514747697,22.729037992585404
0.5161891088529449,0.5178620756932941,0.5147271294312712,32.700788579586
0.5158702439832744,0.5109353769559987,0.5210806788925479,32.67222562918116
0.5173205819668372,0.5052488945332616,0.5232455167273246,32.64276535930101
0.5197619472060993,0.4995637442815941,0.5259854679125839,32.61011617218916
0.51838306022722,0.49572799482324864,0.5297349732541896,32.57489749013013
0.5133842808191135,0.49496180710155485,0.5346541335063915,32.537408407321855
0.5073695739072897,0.49551553483978167,0.5396469682929192,32.49683374599033
0.49984984482014067,0.49722247464595437,0.5442852516580142,32.4524612239966
0.4963558948996474,0.49595477637010604,0.5480374457602553,32.404116218759576
