episode,total_reward
1074.0,-100.25839716757746
1075.0,-130.7441007034905
1076.0,-69.1048367295453
1077.0,-56.44861218248071
1078.0,-121.96573637690818
1079.0,-77.18203076509248
1080.0,-95.7602190829266
1081.0,-130.78057707870113
1082.0,-119.0420795526913
1083.0,-116.70616188414664
1084.0,-99.64784847663408
1085.0,71.62872764028252
1086.0,-110.02001677512114
1087.0,-107.99450084730653
1088.0,-92.78922779011184
1089.0,-36.48119919830728
1090.0,-108.98476476027224
1091.0,-93.67008732195269
1092.0,-75.13619667385248
1093.0,-72.06254128052284
1094.0,-58.924745543194426
1095.0,112.5799903662189
1096.0,-70.02336806689222
1097.0,-95.13576516544947
1098.0,-129.15354271531757
1099.0,-27.742574373597893
1100.0,-93.28701176575913
1101.0,-104.87392562435808
1102.0,-120.9923849377962
1103.0,-93.88765875755826
1104.0,-30.80837045179159
1105.0,2.7926261036344417
1106.0,-17.97714629329443
1107.0,-53.2892433811849
1108.0,-162.41428202689295
1109.0,-178.52266694220702
1110.0,-174.9950541413676
1111.0,-152.56946984086017
1112.0,-195.03435011317353
1113.0,-82.76596997487547
1114.0,-165.2085570272895
1115.0,-98.16320190960998
1116.0,-141.16235342453757
1117.0,-102.05206395948201
1118.0,-6.8417477535655795
1119.0,-70.71818855115632
1120.0,-126.94874803628502
1121.0,-137.74853164842972
1122.0,-127.22692558370035
1123.0,-104.97293657542986
1124.0,-104.19168271049388
1125.0,-200.50816371811513
1126.0,-232.18355525965018
1127.0,-147.94912129633516
1128.0,-155.62347894235756
1129.0,-174.5731996232947
1130.0,-125.65972530647916
1131.0,68.9616927874571
1132.0,-154.16882076090232
1133.0,-197.29712969058187
1134.0,-101.29294814609956
1135.0,-157.0834840778069
1136.0,-169.76906319362638
1137.0,-215.69118553880458
1138.0,-118.52514023199262
1139.0,-123.12988986628504
1140.0,-153.40648829076707
1141.0,-113.95496320409232
1142.0,-109.7202153999638
1143.0,-50.09855546227153
1144.0,-113.134362244557
1145.0,-17.319128892270157
1146.0,-140.20734016676695
1147.0,-132.03287548452735
1148.0,-149.12293864611135
