time,shoulder link,upper arm link,forearm link,wrist1 link,wrist2 link,wrist3 link,total_reward
0.0,0.00012041728614178553,5.9315874873705637e-05,-2.280051401599195e-05,0.00017874939041683365,5.1546356644083024e-06,-6.088109266073374e-07,-0.9111607981031667
1.0,0.00042280008376764655,0.004538114344688818,-0.00506334836786004,0.0022818474251732673,-0.007501334563788426,-0.0017211296046936435,-1.82303356290563
2.0,-0.003656791440422926,0.008724765804573547,-0.014235350243364189,0.0011796849815993657,-0.021637330860917244,-0.013444988358321865,-2.7324067207172114
3.0,-0.012285617279707589,0.010225792731228202,-0.026577221412311117,-0.003087648672832377,-0.035784347351849315,-0.025644013101094633,-3.6352828054323414
4.0,-0.02459739451648247,0.011330866323278505,-0.03688024697051936,0.0015975509054248825,-0.05165223384834769,-0.03311205777882719,-4.5291621470226175
5.0,-0.03935791959803553,0.01265539684171123,-0.04734493864121542,-0.0034728375407229195,-0.0662148391512652,-0.03978734289924506,-5.413023274707674
6.0,-0.051944481165087986,0.013711387696182555,-0.06054164793776273,-0.006573109885925295,-0.0832667928345109,-0.053569022821961534,-6.287244921578331
7.0,-0.06528087437566474,0.014299835227641134,-0.07556627606807702,-0.00140474247161875,-0.101406176873719,-0.0645723149079271,-7.150729620541148
8.0,-0.08056319175702535,0.01418631236532338,-0.08657771555223674,0.0005273810933221877,-0.1199920451762499,-0.07385291000406047,-8.00270074727274
9.0,-0.09719668820972205,0.014635113762366403,-0.09999955338800509,-0.000525530278139511,-0.13378576404075776,-0.088681549040446,-8.842442769910175
10.0,-0.11470754811910129,0.014870851572165764,-0.11526130339297938,0.007128746117264415,-0.15048964429119593,-0.10165587146381165,-9.668596099254595
11.0,-0.132716027545585,0.01499736244269865,-0.13172124875113073,-0.00025774332431952534,-0.1684833605247241,-0.11803361433141642,-10.480972991502234
12.0,-0.14906428166745456,0.014772079364457678,-0.1460682793057178,-0.010546867237294427,-0.18348020260118644,-0.13588913714352974,-11.28080588969304
13.0,-0.16314256138401992,0.014887783988555413,-0.16151547635580768,-0.02249618387460252,-0.2007084874161671,-0.14949606485530528,-12.069329675133197
14.0,-0.17794017884054794,0.0149595138678002,-0.1780991963717186,-0.026883254850841507,-0.2189191237308556,-0.15693939421422576,-12.845704150529178
15.0,-0.1941702655994543,0.015002081583080001,-0.1954211262051451,-0.039079021844895395,-0.23753574014244427,-0.1710643436296819,-13.609073157875283
16.0,-0.20914634288943057,0.014411704663208572,-0.20666754614830482,-0.04340274504034894,-0.25631629303428155,-0.18798953087917764,-14.360566810470646
17.0,-0.22460176511574073,0.014743467357149714,-0.22016825281458147,-0.048672160004219193,-0.2751710306868369,-0.2060729292565547,-15.100031525924347
18.0,-0.24055795253203927,0.01488186373136133,-0.2346355546846004,-0.05635420284420067,-0.29405237572225695,-0.22167258419711708,-15.82689640316457
19.0,-0.25658882052272286,0.014990078487704435,-0.2504224907804028,-0.06632264288842653,-0.3109898762977349,-0.23915763407963186,-16.540949690905066
20.0,-0.273372865020518,0.015008629695565979,-0.26724489012816416,-0.07031387558390453,-0.32707332907844605,-0.25627676788655,-17.241362698237257
21.0,-0.2906733781485175,0.014915149085431022,-0.2837490150745455,-0.07604253393154183,-0.3365664426453434,-0.2744200629894398,-17.928028710264595
22.0,-0.30815284789954855,0.014468825319394826,-0.3009415303222934,-0.0786320191423164,-0.3479388695820061,-0.29300671216562335,-18.600402372448034
23.0,-0.3224657977213945,0.014297948510819183,-0.31704812768047086,-0.0788056212484177,-0.36366697511817925,-0.3082620478652583,-19.260275195044045
24.0,-0.33582670524442904,0.014542628791290502,-0.3337617203946211,-0.08996592963547863,-0.3812589686971244,-0.3245071536450794,-19.908627659202274
25.0,-0.3506781347694959,0.014089182296187561,-0.3446755436652555,-0.08370646516805702,-0.3958617969875863,-0.34228963948898544,-20.545059567488963
26.0,-0.36699333289848823,0.01453824779423376,-0.3579368261885662,-0.08523466972856017,-0.41292599378393324,-0.36072682688528446,-21.168754921912818
27.0,-0.38249342776712975,0.014770293124683432,-0.3730906452006756,-0.07870242590221824,-0.43106634330337923,-0.37694921599838527,-21.77941851304575
28.0,-0.39849709332205724,0.014853324591607306,-0.3895135370863057,-0.06764399523931067,-0.4496530104415661,-0.39469979525494936,-22.376387028230337
29.0,-0.41402760781342274,0.01486402832606935,-0.4067477430429064,-0.05378116273577762,-0.46842418623111437,-0.4131234513568993,-22.95960025124007
30.0,-0.4301621843769024,0.014549792964602936,-0.42088493533237686,-0.0446146960562228,-0.4872703895689587,-0.4279964792857808,-23.529308583022782
31.0,-0.4473050942722382,0.014690375108015323,-0.43646562214369944,-0.033209716059845275,-0.5061485921555574,-0.4424704361575172,-24.084816957643238
32.0,-0.46172002024070674,0.014677483695614672,-0.45205409046658673,-0.018759846245685077,-0.525040430686429,-0.45527790612219343,-24.627462456936076
33.0,-0.47637550036443105,0.014468710815364503,-0.4652019429754353,-0.010298647464704118,-0.5439360870269199,-0.4642866926272504,-25.15780377730263
