time,shoulder link,upper arm link,forearm link,wrist1 link,wrist2 link,wrist3 link,total_reward
0.0,9.056103627382778e-05,5.9755717862426634e-05,-1.2466424418555843e-05,-4.988128961122831e-06,1.8533801610208337e-07,-5.8046431265565175e-08,-0.9111607981031667
1.0,-0.00436681863317347,0.004247646308789005,-0.0012683141816302855,-0.00047732822036359457,-0.0036412627056734742,-0.009288480568889519,-1.8211387139577915
2.0,-0.01442637829919659,0.008635782019462785,-0.007759372859001357,-0.008505951672997584,-0.014935480264565244,-0.02055258976931898,-2.7260081757201755
3.0,-0.026920075278672302,0.011381186687429474,-0.01842730656921278,-0.0228780396879916,-0.020361763378113972,-0.028765943495246013,-3.62339115248916
4.0,-0.0343790223775157,0.012954202870116682,-0.03192267457401225,-0.03993522083092764,-0.02814131160147369,-0.04317724088946453,-4.514986354847288
5.0,-0.04052076314693092,0.013830310311927569,-0.04714117704163318,-0.05286106991673026,-0.04235842891800854,-0.06021978814232103,-5.400878216864772
6.0,-0.04718666661827953,0.014254564147182647,-0.06261849403378558,-0.06586040083901458,-0.05932450615207343,-0.07835187645162445,-6.280388747699555
7.0,-0.05597269683224203,0.01458681089566874,-0.07919568431752172,-0.07800334705100423,-0.07708026478345614,-0.09693442538436792,-7.152043005947996
8.0,-0.06796610738107796,0.014782504175140562,-0.09652295499842946,-0.09403178781592253,-0.09550252557729574,-0.10928831051926273,-8.013835368535096
9.0,-0.08104851276030556,0.014811111301921207,-0.11367415206347883,-0.11070963691157523,-0.1054363501681904,-0.12076618680475376,-8.865190981832987
10.0,-0.09546296455083952,0.014891079294849017,-0.13134816660483536,-0.12866208022083153,-0.12057329693393368,-0.1365162928147289,-9.7051006057585
11.0,-0.11142116848865653,0.014799709994887849,-0.1479710436017574,-0.14716922478214464,-0.1379189975545906,-0.15342029236504112,-10.53259398136678
12.0,-0.1284799109674343,0.014707827518449602,-0.16312918587030592,-0.16590121424691462,-0.14957646019724272,-0.1714832851072402,-11.347322095697596
13.0,-0.14468120021982425,0.014831556357832164,-0.17945574399036557,-0.17172774048357117,-0.16538276416422998,-0.18325633686868972,-12.149115483884064
14.0,-0.1611098959601668,0.014541901902346223,-0.1917844764781708,-0.18523599061921667,-0.17964374375481565,-0.19911031600036064,-12.938571577592244
15.0,-0.1769222914313498,0.014611211988866366,-0.20332177750153904,-0.20190422177467343,-0.19181852053754894,-0.21674845907112605,-13.716384375024294
16.0,-0.188434820041361,0.014802238791191268,-0.2156311169684368,-0.21955401677006256,-0.20035881829560348,-0.22258721972996615,-14.485001301909964
17.0,-0.20054044271167315,0.015040272599109734,-0.23008132340693618,-0.2379005775727315,-0.2149089519977778,-0.23050196539311799,-15.243772315404389
18.0,-0.21501681515468357,0.015126577851912069,-0.24603082198660228,-0.25484753326629345,-0.23201210188215854,-0.244765540837989,-15.990737687965302
