time,shoulder link,upper arm link,forearm link,wrist1 link,wrist2 link,wrist3 link,total_reward
0.0,-1.8978263789802502e-05,6.058040728692532e-05,-1.2721154978138933e-05,-1.7160567082467386e-06,-5.614992721642408e-06,-0.00032170468820798525,-0.9111607981031667
1.0,-0.004932808100940277,0.004249318124521593,-0.0013476071379655192,0.003279571470777108,-0.010512809233509888,-0.005296304356597229,-1.820438704261591
2.0,-0.014818002652752599,0.008523036678812131,-0.006476138791827544,-0.006517393111015825,-0.023845480025794053,-0.016801771187158077,-2.724840417141987
3.0,-0.028099247322074007,0.011157993178259927,-0.014021975874110262,-0.02168075945591289,-0.04040742381676237,-0.03037197280877721,-3.6214409950747775
4.0,-0.043516049702394,0.012794331759726853,-0.02410408208060184,-0.033978075931944136,-0.04844096231133659,-0.036255026199679026,-4.508359701395492
5.0,-0.06025447020234745,0.01100854457112752,-0.031709278247572095,-0.04763335066164947,-0.0628171945748649,-0.04695004313758995,-5.38373946893265
6.0,-0.07781165918635652,0.011688383440419338,-0.0421722573100846,-0.06433632233338886,-0.07102795302692502,-0.06240996968668422,-6.247659409950816
7.0,-0.09437193825200514,0.013038975177098648,-0.055088906186219144,-0.0748841101101258,-0.08545995458531465,-0.07988653073901208,-7.100111696176858
8.0,-0.11113899132250663,0.013316235538633885,-0.06281405823207599,-0.09024977346515577,-0.10251577056471994,-0.09811267038157495,-7.941448795456656
9.0,-0.12865074928551476,0.013771174757820534,-0.06896709751864778,-0.10722572354767505,-0.12065506720463184,-0.11396280148255876,-8.771581956219901
10.0,-0.14525503126479786,0.014310951649213612,-0.07629194620903285,-0.12531623993326532,-0.1392412238926554,-0.12838729895047551,-9.590813961304768
11.0,-0.16211407872490108,0.01435974695939253,-0.08156130263683915,-0.13302348618687648,-0.15801209878337857,-0.1420605167564885,-10.3988922565524
12.0,-0.1796667118911572,0.014754806005430172,-0.08871180169202368,-0.14517500623046323,-0.17686136010862089,-0.15874139003744692,-11.195334841973624
13.0,-0.19772706345246874,0.014868598211431567,-0.09605799761631449,-0.158081693881,-0.18607787530387482,-0.1767225161720672,-11.979964387009314
14.0,-0.21318135475422542,0.015226822007218472,-0.10711591789715583,-0.17057820759593173,-0.18730178286506496,-0.19524258565707522,-12.753805590442179
15.0,-0.22863954777371587,0.014669223894954453,-0.11259170010351918,-0.18482287859064814,-0.19240910205917225,-0.21398565299052433,-13.517493600159298
16.0,-0.24527673967549488,0.014362341214024956,-0.11332287739487552,-0.20175977948079238,-0.20553624802566203,-0.23127758043855068,-14.271197167648266
17.0,-0.26276390102733094,0.014231224952565394,-0.10991048751767431,-0.21831532393796088,-0.2220520758108496,-0.24948644442530543,-15.015233918915262
18.0,-0.28005713825244527,0.014764450907430416,-0.10925133972161044,-0.2338482832630692,-0.2309463796013953,-0.2650696010787896,-15.749712827250587
19.0,-0.29316705312136837,0.014425123911349794,-0.10325403749256076,-0.249639317797059,-0.24565793432304625,-0.2789460269112362,-16.477436400108846
20.0,-0.303891736095502,0.014749899788480372,-0.09850401698124996,-0.26184728118003775,-0.2604559327400054,-0.2854854134629932,-17.199986497176237
21.0,-0.31637200282427413,0.014528597768896017,-0.08942789780746921,-0.2770865124057524,-0.277620381475067,-0.29144125537925536,-17.917144043473012
22.0,-0.3275058495292045,0.0149940032091245,-0.0832037638260808,-0.29444752057648593,-0.2958045695606339,-0.3049337811804923,-18.6293865721734
23.0,-0.3399460783832908,0.015030467236825969,-0.076891607639628,-0.3044335301856161,-0.31440868283522505,-0.31578956194833796,-19.335823153306755
24.0,-0.3546608656616166,0.015472615268066606,-0.07488901701226462,-0.31955625286011713,-0.33117390349750936,-0.33126474805983863,-20.034688023219594
25.0,-0.37096856052086874,0.01489189201973462,-0.06764407872012054,-0.3316270995849,-0.3462138743683152,-0.34874645185197595,-20.725692720022032
26.0,-0.3882485990818089,0.015178375740246023,-0.06270033175661703,-0.3475793204536982,-0.36347159947609997,-0.36623581386254433,-21.408433071481312
27.0,-0.4061608053510857,0.01484403773072168,-0.05421956319232174,-0.35872064914196905,-0.3816904585632529,-0.37896572897948594,-22.083002507927777
28.0,-0.42443934256995774,0.014745345689378407,-0.04326545438562681,-0.37430161474401213,-0.40031033958427054,-0.384935273326151,-22.750176370476716
29.0,-0.4382096497796169,0.014663076615751208,-0.02969568844075264,-0.3912360480423871,-0.4172083575877983,-0.3984759527730979,-23.4130582376807
30.0,-0.4478225271715327,0.01541642528295469,-0.022791543867992738,-0.40336398599934675,-0.4348792062582326,-0.4151599855241646,-24.072869951920612
31.0,-0.4589578233994982,0.01567393652027122,-0.019406989036905714,-0.4147384904889325,-0.4532635849049714,-0.4331439492618385,-24.72789405058974
32.0,-0.4728493701783783,0.015656248400838218,-0.01773040451056212,-0.42638419597220184,-0.46503148128138716,-0.45164771899753664,-25.376342483160848
33.0,-0.48862236602949954,0.015621643873876078,-0.017556748885598914,-0.44222096792686943,-0.48088833926082253,-0.4703836649770274,-26.016965751248588
34.0,-0.5056021630781595,0.015100715959461003,-0.013758822378774365,-0.45421875652397514,-0.4985285170086596,-0.48921592149759946,-26.649735710046496
35.0,-0.5233047801066588,0.014926435842267482,-0.007844518165860834,-0.4701544877771012,-0.5130234762593406,-0.5033021271985637,-27.27538572268878
36.0,-0.5414655183811775,0.014830960500119032,6.9029628839924e-05,-0.48783182260252617,-0.5289233735851451,-0.5201303820073141,-27.894511782089705
37.0,-0.5545417804144683,0.009801939056741656,0.009450637270352757,-0.5048973899374029,-0.5419397641447343,-0.5369213586442889,-28.507258294516156
38.0,-0.5652738589795048,0.003707585280808695,0.020869371100683907,-0.5211380144278377,-0.557836170850589,-0.5549186974718457,-29.114587489045157
39.0,-0.5740198625000225,-0.0015899921469762763,0.03045587357703165,-0.5374792149797564,-0.5737563096619402,-0.5734394676177964,-29.71748239034479
40.0,-0.5822205843371564,-0.005243735731622717,0.037417969625357234,-0.5556440995885389,-0.5859872996349591,-0.5877209704856787,-30.316590833263508
41.0,-0.5883897586842407,-0.010015051748276663,0.04728959861386774,-0.5735194379667942,-0.5973296606381842,-0.6046451927853194,-30.912924394489394
42.0,-0.5916414350752658,-0.014921437259940266,0.05630053504632711,-0.59231362998572,-0.6123689682675935,-0.6119846363593968,-31.507490496697976
43.0,-0.595240384913992,-0.01782008641100767,0.06036868166582006,-0.6029834473894008,-0.6295513712299012,-0.626208281770292,-32.09985423404872
44.0,-0.5989735574855007,-0.02074052873577403,0.0666655103271362,-0.6178629588940043,-0.6473920423421424,-0.6398998799774701,-32.69055628494366
45.0,-0.6006902026561017,-0.024589129130962405,0.07286302898382632,-0.633551422758965,-0.6660589059799098,-0.6546181165093338,-33.27992100110914
46.0,-0.6028491894129906,-0.027522107754757455,0.07810131497066164,-0.6470109775433716,-0.6798269640636103,-0.6717308198256878,-33.86809575220225
47.0,-0.6047154048951485,-0.0319296100662455,0.08658689290996996,-0.6622134402853727,-0.6941320620883992,-0.6899825519835509,-34.4552260823583
48.0,-0.6058923076426609,-0.036610525555371566,0.09547479500076507,-0.6780256734285909,-0.7106911955956452,-0.7075060594312156,-35.04153213364891
49.0,-0.6066656600897623,-0.0413766871676278,0.10433963586650609,-0.6940249144206327,-0.7284854769278619,-0.7257145542855588,-35.627108380752944
50.0,-0.6073179894798509,-0.04660915778562076,0.11413563850275242,-0.7077666996791779,-0.7456560388869522,-0.7449103010679894,-36.211938505473775
51.0,-0.6079060165698281,-0.05227910662933593,0.12476039063901895,-0.7223640590382666,-0.7627839186931925,-0.7636523896626873,-36.7960188387357
52.0,-0.6086022190874564,-0.05789762900974004,0.13571578567948717,-0.7387247262368514,-0.7761715793101385,-0.7731402600188951,-37.3795137649319
53.0,-0.6093814454110763,-0.06138216807312186,0.1420974275783973,-0.7520505429348278,-0.7910920179447593,-0.7865687901700482,-37.96234495470679
54.0,-0.6104017966715151,-0.06514062029198278,0.14899847877468117,-0.766058244135467,-0.8046305918887351,-0.8031823484044056,-38.54440908047093
55.0,-0.6115290227490214,-0.0691151560618044,0.15663647624126287,-0.7806957051034795,-0.8177968939185883,-0.820846315410956,-39.125748982584476
56.0,-0.6124316180846257,-0.07405062410462633,0.16625886629193307,-0.7937139917638621,-0.8321900000886011,-0.8399744226765847,-39.70635743650097
57.0,-0.6128883377912646,-0.07947633741787226,0.17668162817961056,-0.8083771487184609,-0.8491625219753165,-0.8551534653340283,-40.28631502527525
58.0,-0.613444940079645,-0.08497934785827654,0.1873816529619737,-0.8231820861821338,-0.8651306235623357,-0.8706438889720065,-40.86562152726157
59.0,-0.6139407365183205,-0.09067601255559084,0.19838567987294087,-0.8391912014249525,-0.8823719973347278,-0.8879869790027943,-41.444251934455714
60.0,-0.6142033298297881,-0.09628760049491546,0.20937845943543346,-0.8570806607310458,-0.9001643693539739,-0.898532325444258,-42.02235904321535
