time,shoulder link,upper arm link,forearm link,wrist1 link,wrist2 link,wrist3 link,total_reward
0.0,-9.882389263551516e-05,0.00019512230356877382,3.583620660987685e-05,5.382566290638652e-05,1.9747395451209879e-07,-0.00020550739608861463,-0.9111607981031667
1.0,-0.0021963265352089793,0.005295863799920379,-0.004770213384226327,-0.011064162218880466,-0.01097783654783874,-0.0112363191242907,-1.8222324468248257
2.0,-0.008672388896245631,0.009274908114356016,-0.014021150423251836,-0.02675288347997699,-0.02564971386198362,-0.026843654309953047,-2.7298445998340743
3.0,-0.018898851855859024,0.011696277771065983,-0.02655604191750981,-0.04336777520959759,-0.03957055372211157,-0.04438151422278037,-3.6306805697489763
4.0,-0.02927586599388741,0.01252010536351993,-0.041215590024036325,-0.06131349994122204,-0.046863599096343043,-0.05987301829960681,-4.523817500458473
5.0,-0.040379434542807346,0.013164151665546507,-0.05576129328506724,-0.07982192274464865,-0.057794397208116396,-0.07401735365378387,-5.408624912930832
6.0,-0.0537637380727007,0.013913355406355753,-0.07162329763942293,-0.09854252695285044,-0.07335071424545346,-0.08014972750378556,-6.2834489792092185
7.0,-0.06918122649177692,0.014282001012430472,-0.08749613009712973,-0.11443336798104478,-0.09086934028380154,-0.08184845264471785,-7.14668503214224
8.0,-0.08568808826340059,0.014539510319811686,-0.10362043257356965,-0.1320309420127871,-0.10880587379161141,-0.09227543702895859,-7.99751926734477
9.0,-0.1030155393305796,0.014621964836157384,-0.11930191333178233,-0.14423804141893962,-0.12730155124836603,-0.10697375925853483,-8.835218765165443
10.0,-0.12091934299668176,0.014456130246790669,-0.13593277706175733,-0.16024749134600277,-0.1460363903807794,-0.12412460649428526,-9.659197710811533
11.0,-0.1383690773896529,0.014539992292144728,-0.15339607205727662,-0.1744649034946271,-0.16138891870395666,-0.1361413348881538,-10.46956941171459
12.0,-0.15543003739435612,0.014715781158733373,-0.1712711068587511,-0.19135558330837918,-0.17805067071605485,-0.1520905526355088,-11.266493652406163
13.0,-0.17290392304542276,0.014687249499227372,-0.18802228492137907,-0.20942368027478606,-0.19601379884220513,-0.16976797201557703,-12.049762211027424
14.0,-0.1880001057483702,0.014569465498556342,-0.20306835998771994,-0.2151718011686162,-0.2145259492900542,-0.18454188075084785,-12.820590013905687
15.0,-0.20323626157023064,0.014753729077879538,-0.21928818285344093,-0.21231489143447546,-0.2332695577782624,-0.20083567132455274,-13.578729348708505
16.0,-0.2182149361901244,0.01465801315632027,-0.23316828988182878,-0.2223332906595219,-0.24549456550884916,-0.218642202869518,-14.324957117738146
17.0,-0.23279334766930485,0.014748951406647405,-0.24688626396726338,-0.2375644940519864,-0.25597085435009714,-0.23624643501781506,-15.059774394734688
18.0,-0.24841219619897445,0.01491427035471003,-0.26179477204634233,-0.2542679591426039,-0.27129537801260123,-0.25459639128879286,-15.782273758994492
19.0,-0.26427302717410545,0.015032447194841647,-0.2780188650091514,-0.27224694543196465,-0.2886646963325598,-0.27164939320163356,-16.491886316064047
20.0,-0.2808580591977397,0.014915174917536482,-0.29340298325846065,-0.29076386984648406,-0.29848419009849964,-0.2874448648469925,-17.18837548622438
21.0,-0.2982775086897474,0.014438513566776435,-0.30365527625935634,-0.305056796454368,-0.2996264260274005,-0.30259512641808944,-17.872112848761567
22.0,-0.31399444882488253,0.014206334953394663,-0.30959907107019663,-0.3170256393605531,-0.3112504954284875,-0.31918652338273845,-18.54471337651294
