time,shoulder link,upper arm link,forearm link,wrist1 link,wrist2 link,wrist3 link,total_reward
0.0,-0.00039440946637107443,6.316577594332321e-05,-1.0965271172677264e-05,-5.0914727823759913e-05,2.5776172951891554e-06,0.00028848439565359814,-0.9111607981031667
1.0,-0.006826801388961644,0.004582063686270895,-0.005040886848511101,-0.011145507426186063,-0.011107430772238434,-0.00892373103134509,-1.8193842205932835
2.0,-0.01616432442491303,0.008435669510946063,-0.01035279296294556,-0.026799687073884103,-0.02554415510837899,-0.02033045861789896,-2.7229896747839386
3.0,-0.027834112460591517,0.010905024952711392,-0.019392255572318995,-0.04436110519730645,-0.03949212945445286,-0.03607343382637032,-3.619552434788109
4.0,-0.04176093002214632,0.012568225661245033,-0.031833955346648866,-0.04670851838348242,-0.050749107355702074,-0.05366687064304673,-4.506488036668398
5.0,-0.05753072529679548,0.01310690876461652,-0.040375994618197665,-0.041794401060289026,-0.06409954740830384,-0.06025307394532986,-5.3825039424760694
6.0,-0.07234215420326072,0.014028268908627493,-0.052128520963530954,-0.0355232188116853,-0.0806671869194397,-0.07328065288853008,-6.247523608329755
7.0,-0.08565520248197234,0.014273171071795047,-0.06275381320092581,-0.03203519499940686,-0.09756869079518764,-0.08973977703560149,-7.102354798782742
8.0,-0.10008495924359456,0.014241863367596396,-0.07045372844146636,-0.019515020510517938,-0.11198442436627243,-0.10317215447487085,-7.946582436867329
9.0,-0.11610628802816315,0.014767715805169153,-0.0816483680341377,-0.003231063356414798,-0.12897047512125345,-0.11076380693410662,-8.778687874986643
10.0,-0.1310458815483463,0.014824983798003536,-0.09265559473405416,0.004741510011062648,-0.141391501955751,-0.12348306156758691,-9.599398540593084
11.0,-0.146558064227449,0.015048665862274541,-0.10620840351644763,0.019093855876194,-0.15751793511096315,-0.1398019132998866,-10.407768762724158
12.0,-0.16326437356067156,0.015134263293709994,-0.12155233037777902,0.03566561768068665,-0.17527181884267112,-0.1576341576448169,-11.202521706157718
13.0,-0.18070116693301388,0.015046298703981012,-0.1371033487009991,0.053593272763790556,-0.17901936034222124,-0.17609275068091795,-11.98351814498273
14.0,-0.1959322482722666,0.014922388570447708,-0.15222425475263687,0.07208226338016661,-0.19171692943267732,-0.19481027346153584,-12.751609255164738
15.0,-0.20489524368738996,0.014958416508199276,-0.16837294216226203,0.09080924112601214,-0.20805580125026746,-0.20391786272478113,-13.510046647242381
16.0,-0.21441320183058488,0.014981593973843419,-0.18540968458254722,0.10499855634062692,-0.22431031662980078,-0.21873003099340554,-14.25879649465065
17.0,-0.22592300841638344,0.014487956330232617,-0.19728592074062323,0.11518829309313065,-0.2361510850778251,-0.23504943151948862,-14.997574586440374
18.0,-0.23969714083588184,0.014719820863569886,-0.21087156459148296,0.12726166079749152,-0.2496659294204319,-0.24561427582229114,-15.724979252350751
19.0,-0.2549136191492364,0.014894131307329304,-0.22620747973717528,0.1386265521052164,-0.264625650214004,-0.2533165363671814,-16.43971276902054
20.0,-0.26928353500417485,0.014948226061360197,-0.24273841927282444,0.15172177992216296,-0.2818683641767531,-0.2646187586333641,-17.141745355559593
21.0,-0.2844561716347977,0.014724615066977333,-0.2574292221471476,0.16325200981095228,-0.30008463314768447,-0.27858586318855716,-17.830873247894953
22.0,-0.30083028635779263,0.014829154261286307,-0.27341834196917353,0.16933861526764452,-0.31694548551532215,-0.28731644399848416,-18.506511865403034
23.0,-0.3172550897228305,0.014680195837732756,-0.28799180303524424,0.17400460255689645,-0.329839522384888,-0.2995663486681706,-19.168920072343823
24.0,-0.33424535499001423,0.01470835573859325,-0.3027815170463225,0.17373606744913747,-0.3461704694650458,-0.31275345219320394,-19.817859938006052
25.0,-0.35192198107023615,0.01482294633592157,-0.3188953088712377,0.1651726069608628,-0.36322345624202,-0.32498191027218926,-20.452941287407405
26.0,-0.3700591697850962,0.014627088326313249,-0.33305950592344524,0.15413426640866484,-0.3813468376398396,-0.3410499085945891,-21.074107729915077
27.0,-0.38649476322355714,0.014765317915917842,-0.3486879898991325,0.14434474128977848,-0.3987020278407805,-0.35877715977554125,-21.68214991458213
28.0,-0.40095138309703177,0.014829070061616165,-0.3653998506882638,0.13500836703007954,-0.4089372825334757,-0.36890605410794436,-22.278268268022607
29.0,-0.4161188379714095,0.014548611647065791,-0.3792958037086838,0.12016793497955922,-0.4189734635157304,-0.3784156042855742,-22.86265243341309
30.0,-0.4308672329471884,0.014424776371469447,-0.39147810641007025,0.11771174106346484,-0.4341214559209951,-0.39333459035885954,-23.43531601171499
